EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS
,35116540.12,,102010951.8,4730834.922,792519.9141,60840972.34,209371.1153,10248627.8,734442.5407,11925899.91,-2894115.166,248343196.2,106325910.9,10246406.09,16164744.91
,26205739.33,11130534.99,755380.5084,1076218.075,-4205459.258,39397414.49,611788.7185,8416578.706,7047317.73,,-2557642.204,176215692.4,63784109.82,17455511.27,15689562
67407.98103,7552301.911,,200331.0547,199308.7845,8818871.309,40169813.42,291926.587,274070.7839,2976905.206,-2590119.165,-2541463.275,63549868.81,34157943.58,,29989746.66
651442.295,25761333.86,17129855.01,3176244.032,,3264262.558,41182109.51,638228.7183,5946452.607,1208846.123,15511381.12,-7065775.602,116994770.5,,8495385.298,13301475.19
674223.8767,,635199.127,610094.1239,1040599.144,-2379563.061,3677758.922,,1215661.949,283135.2515,-4862557.028,-1693918.571,24966731.21,,,3864332.302
3840348.478,6296632.265,38037.47002,2940426.867,,,1566352.214,,1198153.023,1076533.088,7692496.372,933468.4988,81605971.57,87970125.23,15041750.08,
964337.2782,17421330.33,,3357683.905,631939.531,-2457973.064,13806185.48,329973.3923,663504.0354,1863896.213,,-2165581.612,29725074.85,68721714.47,13406918.85,20583037.74
10391050.23,,1813087.319,10430361.86,5068765.072,-10851908.19,28972596.15,158320.6715,,2627379.768,,197896.4864,,,28118317.1,25143701.61
2837267.067,988009.4574,15472.83746,1075683.577,5835550.386,-13409331.25,75417.89043,37317.1109,83279.3653,25150.83598,2371149.171,1194719.942,106342529.7,17426709.59,8396009.674,8857761.952
427142.7212,,,,978023.0386,,26925176.52,,1386178.656,131335.3658,11505963.02,-2674859.228,171061344,36880919.76,,
2756967.805,38508225.13,56294073.74,4660591.69,1520481.64,7153281.529,66686722.88,742984.2572,1847420.19,5923076.697,2964952.787,-3354909.529,165715902.7,,44283389.57,54354989.81
419203.9059,,4108899.588,247527.1335,282627.2974,6702445.34,7640413.182,218736.4015,209136.0887,7975431.047,,320921.058,21176603.87,8196670.788,9329215.735,
,26740215.36,11744971.45,2607640.596,2069852.734,-1237158.982,27612842.68,2484639.424,3833555.858,7943329.096,14598996.65,-249833.8309,164343408.5,90619053.42,38281460.21,30572854.54
4017140.372,35755336.74,21768529.07,14051225.09,6553604.145,-2650700.302,56638046.27,1079392.406,3913485.636,1688719.17,16134499.69,-468141.2125,438885315.5,,87484635.16,
274719.6659,11537181.1,23908764.08,49191.43865,85660.15451,7420903.262,29103962.17,151987.8994,564097.0646,8837037.334,-1508755.793,202171.5261,66809437.74,,38755045.87,29439649.35
1238683.58,63277987.29,26156402.85,7968406.15,4382310.861,-3226240.723,70422452.9,359773.7492,7003402.875,28212.19092,31536552.86,-6594149.843,561903873.1,646712739.7,28240702.02,23839980.75
62109.60603,4847050.52,,334377.384,233911.3344,3469737.789,2956932.367,256194.5906,112330.2044,311707.0367,8556401.028,-2708997.404,24459614.54,5419260.936,1098971.849,4767040.293
291780.8921,27411.20656,12287.13348,255759.2371,,-623137.2815,74382.90748,31191.1638,12090.02805,913504.4737,-20798718.92,1083292.273,1228897.354,9065541.833,4955438.881,6727317.969
,,212985.7081,421086.9565,,,,205042.8094,,278068.6956,,-2068297.694,26639512.89,29141164.23,2946395.231,2335967.383
,1606175.229,13774579.77,278748.8742,1469932.486,8163605.856,,113177.0357,652839.9722,5834905.819,-11981216.72,,51031688.94,23216317.15,12135014,15252225.71
125126.6563,7367153.277,7487961.189,,253504.2304,7794108.347,16857059.59,200524.0143,36242.42934,4657155.33,-8075805.761,381419.0872,31139883.31,17286666.26,35564933.25,32785034.94
91638.67123,1225659.738,824308.8967,263716.5588,698409.9441,2639156.932,5013319.935,47589.08743,1045798.244,95073.94019,5087211.412,-3760037.271,28111865.83,18323456.66,1882731.32,2530319.585
90643.67039,1931018.588,192339.9385,412775.2622,,279744.7243,1826748.49,92923.20417,115264.9227,18401.60952,,-837353.5163,42284202.9,4796349.764,2284945.266,
85596.28964,,12948734.69,342287.8955,,,15892545.55,152852.7561,3822864.854,1074649.163,-4052745.806,,11688091.59,75460072.2,,
215121.3205,6945404.952,22586418.08,374158.8636,916888.0829,8602719.408,18882149.44,,742301.7903,8328367.004,,-1668959.097,40888618.76,50440082.43,14056658.59,20202399.08
6087297.022,66904555.1,14908038.53,,8097317.045,-6188538.99,,1484976.687,7152702.005,,20788032.38,-2181164.715,457261682.9,1784529591,74215718.93,50486721.17
3930872.413,15449789.36,18761660.22,,,732072.0764,21668288.52,776569.6168,3354090.434,7732160.327,4510919.555,-661757.3842,207728645.2,336795011.6,24893277.01,
726542.736,11728754.01,35436695.08,122009.5055,2367573.637,,22473038.92,299910.2629,2445475.622,4224312.145,,-499497.3489,302973657.3,55329999.34,27072274.17,
147727.4311,901584.045,2673308.403,34551.24136,382447.4045,634898.5022,1153354.59,55913.99612,1058060.867,89065.03418,7705709.489,-2339028.77,48459443.33,6499559.937,1826141.611,1318179.885
280479.5427,810295.2847,1208561.922,30101.53167,218344.6515,-17434.61732,,208356.3304,280639.0291,4253283.538,-3344403.923,-575451.0391,16318579.04,9234570.701,3497419.209,4867380.892
1648645.014,6545881.767,4458520.066,2888296.945,,,11420129.02,267328.5499,6665127.287,1277566.229,,-663559.4599,,89257766.38,11292652.73,8054454.918
470322.3627,886586.1994,580635.0394,1230855.568,,-58087.15004,1940837.542,116099.9565,150485.452,,-89438.5456,411227.2914,45398011.08,15529868.96,8269494.802,9180645.591
4381319.719,31030966.75,51100670.46,886810.4079,,1883383.066,56195896,563598.0748,,3981929.863,13549999.3,-2272346.935,346968796.4,326756310.8,47305843.32,44317441.36
21318.61259,9.080321,1788.174033,7188.276076,155406.7261,,146.16771,10288.16518,7382.067666,30272.17943,-23102506.61,-73284.26973,123427.1425,1196894.682,31159.59919,29350.19795
1848033.457,50459034.54,17917079.07,29805442.7,1762713.243,4171467.846,68365316.43,1020774.861,1654415.466,3671694.714,5653123.964,-310672.6388,156811646.3,165998343.1,82125791.13,57837643.74
209462.6596,904342.3102,97.685334,590966.3871,275969.6928,-11441384.62,111414.9826,,,34683.7042,-2285846.586,803180.3323,,4895511.744,,
179264.325,4083970.067,4968600.863,56413.5847,18969.81955,3474569.667,5750432.143,347310.2685,1213591.345,2891010.37,7141552.377,-5006870.445,12650851.15,8159027.667,1271991.063,4030428.984
,,,671864.0678,,-9345077.738,,52649.42953,63559.78451,48877.31924,2805326.668,492987.0794,5179426.484,3130536.828,2854506.81,4726058.104
93785.1368,6164355.61,848306.6923,1296050.636,260706.1694,3256599.146,6361106.761,119933.4761,373270.3338,,6186435.185,-4643923.861,14508912.62,18953572.66,2711043.566,6230526.577
,6555254.946,2774122.712,1945564.709,1055380.482,1672536.389,,,2552867.96,995591.4994,3813344.588,-3862156.37,36853006.52,46454060.6,3632816.756,6468255.931
,31413023.23,11495344.55,1291999.334,1024034.908,-8727537.056,37586298.22,184492.3978,3934544.897,,13435939.62,,205273841.2,,,23117904.46
402859.0109,26123441.21,64059732.26,221085.2769,621590.8856,8095139.102,64224324.74,897021.743,4649707.122,8666603.438,10515747.16,-4834226.444,188262034.7,122828710.5,32142883.89,27567714.58
668732.6246,15254475.39,,131437.6633,84580.07777,1273087.15,21683838.1,,3190544.635,4803946.746,6762871.213,-3362003.954,57914299.84,17179022.87,10683777.66,
1550517.415,23461888.93,7809028.727,5523561.808,921734.9118,2205921.368,60460845.67,688705.2178,,5703267.512,7684648.185,469403.807,177037752.6,15800706.02,52072555.19,25589167.85
699248.6447,60525602.79,22635318.51,2632102.617,1374942.505,,64543033.14,798945.6551,5713582.393,373017.8171,31358016.43,-6626695.316,332085316.6,208646572.4,21497261.9,22805141.1
,5371970.096,150276.5446,271288.0964,,-2270302.909,4865244.02,131641.2478,498464.6163,1128885.657,4191268.335,-823167.3614,16366170.25,8314409.365,7769797.867,6563650.064
181257.8222,201810.1498,95217.5327,482278.7699,,3958465.067,775602.2713,92856.99577,334180.67,1878014.287,-13155384.36,491699.1379,4370552.499,5404814.486,2553670.323,3104651.982
464044.8331,734855.0995,2095030.189,86038.04644,555428.4244,454012.5761,630212.9315,135613.8085,771957.0191,2573102.152,-3671678.601,68400.83368,13386109.23,12199645.43,4340170.613,5243846.394
,9464601.461,31160246.79,52145.15137,8198.057331,8333372.572,,1174400.229,2012968.323,13900288.23,-1722338.45,,,22545095.4,12393763.94,13162740.05
3821133.297,8349918.901,22599459.51,80876.66286,,1790669.095,,303853.0182,2528442.272,14475392.56,407234.9498,266419.2644,82059503.6,15475782.5,13606857.8,19381859.07
1149270.51,7058374.992,718514.5779,,721978.1116,-8264993.559,5137678.825,,1136532.067,2691044.368,122847.3549,-1312104.365,27183057.82,53738265.36,7709584.388,10211338.29
19538276.29,71032841.21,3451506.456,42340402.57,4259142.581,-14792718.33,57811396.69,475223.8308,1521006.862,441462.2785,17871244.74,-2053643.485,296082753.2,2734220263,83486791.66,62819715.38
534986.5987,24299904.23,11556113.62,,1595632.861,3672680.995,35645013.74,210325.1124,,445468.8708,7472123.011,-5592404.914,118002489,203908431,14575339.47,
17011.51211,2693991.636,9721977.813,323210.7766,40689.26916,8901260.982,,211802.114,27082.06744,1537116.025,-12945548.33,-542053.2545,,,29188721.95,19605463.03
114094.2655,4305813.916,1795143.18,841203.8885,3138256.602,,2159596.46,77851.61381,,5330.054713,9863255.802,-638311.719,105850064.2,35399495.95,,12062220.9
1519908.795,20773987.29,754634.1317,3611229.292,930947.913,-7744323.379,20215105.35,713594.3187,591628.2963,2730452.177,11644324.94,-33054.5998,,36786215.05,22999606.99,27549146.39
77845.62386,79448.10408,20329092.43,6240.115464,97581.80903,8684382.799,3202340.664,79449.52402,,3893715.226,-7848889.631,,,2861300.032,1270775.108,1913480.513
623313.8271,17333756.86,103628146.9,,2138892.375,8860708.259,71836685.03,165877.8422,756367.2391,2249007.586,3345720.322,-1739105.385,395317441.2,106670971.3,41756299.53,47782873.49
415322.8185,3701833.435,,87885.8582,89880.69806,-2248682.89,,128817.2054,1482556.186,3348405.72,-1980658.643,-1616358.981,12069687.12,13400958.68,,5756655.572
123898.0122,11109964.45,18261284.84,7769377.801,1092072.499,8695330.883,38361612.35,364868.3947,1527111.528,1104613.944,-3935015.457,-4257039.889,47256944.6,76627489.02,21136685.15,18513216.57
834934.3353,,9236732.878,910366.7451,952197.6115,-469968.7013,,1317891.959,1472624.058,,15535281.97,-1022044.62,123332013.4,59663424.91,27209465.08,29662890.35
74028.14411,,26085381.31,413347.0508,868313.5667,,21452930.66,79380.54717,1827300.894,57766.12745,6636313.845,-4295376.907,139273575.4,13206136.71,6644990.909,5471957.627
8460262.3,6821355.918,1198003.748,920115.8135,2738707.593,-7883121.318,,429529.4576,2936693.003,20822958.66,-9499890.039,891177.1079,43292802.04,61030622.97,,14476988.27
,,66083115.95,142259.2036,203383.4231,8902872.342,54882376.49,,809985.9003,18872484.73,-7420028.51,516650.9979,89222546.2,18434351.99,76869325.1,48813858.51
4493091.442,4279034.788,230095.1307,6886388.533,4412862.89,-9368234.852,4889407.654,169850.1072,1091750.068,,,928533.1781,102066511.2,38880728.23,10421637.05,14320371.61
119895.5645,3692428.273,7750371.346,97334.6589,712935.2999,6384813.584,6640537.981,221601.6334,305456.2747,,,-1369717.977,33452388.95,48351193.63,16103361.08,
1602644.702,19001881.02,1493650.988,12834985.65,5158964.661,-7429280.515,,233900.1147,521616.7949,67095.62943,15081444.23,618114.3293,,97278962.92,33638743.73,29851502.1
592359.9158,4876917.63,6682391.031,748342.9325,2031020.572,,13688243.4,,194270.4562,42696.0834,4621183.143,-801652.8824,171540490.4,46728464.79,,18057774.78
13520713.8,66705101.69,,46426230.54,10739390.73,1582871.248,117984685,,8493972.327,3786492.506,13134314.58,-3168310.816,651299186.1,5742620290,74581181.9,64636661.73
119427.8092,,37302.7229,182592.2914,929411.7576,-4228538.088,820215.0206,21098.78555,104272.0341,66883.02918,-4671575.826,-314986.5532,13525183.93,19856501.08,6113277.414,4460520.451
226490.4252,13210549.26,,6311132.878,972939.0274,2477268.912,19100657.19,553866.1667,1802635.065,255673.409,,-2631322.511,94193642.6,12173038.36,6708146.686,7411388.082
460486.0102,8319338.72,8273302.42,940450.4998,3239583.833,,10847845.17,,1346520.647,530632.3943,,-1646042.056,137543102.6,93632165.44,13457153.67,12421611.51
814671.5167,7030197.078,1450443.448,701901.4079,942513.6777,-2333829.192,4549226.524,262268.8891,1185526.074,2925416.753,-1403510.778,-1329555.781,33515456.01,,6307896.049,8230356.35
182879.9569,1462519.068,19054559.27,247644.6485,,8567185.967,13165090.03,133954.4635,2063356.061,3795329.295,-9699772.142,-2428578.834,35496721.89,,7915096.56,7227392.78
1103644.83,17627539.78,21072707.41,261240.4173,85285.72836,3431906.624,30342034.8,396715.9628,5306814.563,,8928358.064,,79316915.02,12040673.41,14808244.13,12753649.28
138461.5519,1781695.834,14101520.11,5540.071975,62238.04379,6306263.645,4216188.859,128585.4429,,7470830.73,-3713553.363,-82829.36118,21979962.31,9445966.325,17230354.31,13120600.1
75701.14879,218337.5845,1037029.588,3882.663326,,1558601.956,463263.9925,105491.7524,427682.1111,3333869.288,,-2167545.362,2446024.304,3917082.623,1738714.111,1326203.884
151936.7631,12472283.78,13062985.98,672786.1932,,5466130.037,30810976.07,,9443338.179,473642.1046,11382817.35,-7346950.28,103087222.2,100661922.3,5538489.587,3305989.601
,21926687,38377014.07,,345841.7931,8445437.089,58817164,,2449947.079,1224229.404,12818965.02,-5066322.564,172513808.4,26730815.61,18339605.52,17062662.75
335303.4425,1870660.101,1427721.809,80810.2732,293312.8143,,1479022.281,,,3756395.919,-1751455.699,-80570.60532,,6327757.566,,6851140.65
252576.3589,7279316.426,,1554620.069,,6921751.895,25466915.79,121487.2185,576989.5061,1642512.488,-4327368.326,-284696.9143,36731786.78,11229956.09,23961909.23,18778504.92
2654769.306,,2009320.378,,,-10276865.4,15540551.12,355354.5748,3779839.989,,24887825.29,-1972993.945,313100671.6,53781312.16,9516748.033,
1595362.491,,,,433249.0978,-832522.6906,,238801.0117,309208.4563,5714168.941,-5056288.37,918468.3661,36719194.28,,9495759.145,14115832.71
35798.44903,186619.1046,9109016.327,134362.6122,814186.2617,8681693.973,3175162.799,41095.54124,485271.17,,,-5318199.579,,19116505.39,531597.887,1726362.003
86960.43504,61406.39509,71299.5752,81831.562,36849.55562,3955777.995,109258.7433,70968.09479,24191.34181,,-10803653.76,,1573962.161,643241.5114,3328548.614,
138541.6965,7796064.913,7437955.017,250193.7981,412228.5771,6609903.321,9554349.539,163876.0323,135634.9992,,1828183.908,166586.8158,,,21604475.36,19927366.37
,10226122.25,1352493.125,,,-7254194,5110046.818,396557.7717,,693718.9713,14501260.01,-632640.3118,71855356.68,10841781.14,,11633059.16
,10543272.91,7043350.075,749010.2889,1752308.389,,19310958.6,237905.8352,803615.6441,1634218.17,6110597.735,,150589213.9,48245593.33,41121188.38,25344248.45
2977037.381,5408918.241,1930084.08,,3433540.995,,5619816.332,121378.0891,68567.90873,,,,84389415.94,38084980.76,43947524.2,43946234.34
1012365.486,2178121.633,53041.63602,384817.2353,933023.6996,-5955788.21,620234.6402,112923.4916,354649.4495,4952995.255,-928336.2617,1066400.881,15621729.55,3681565.978,1177877.07,
490281.5735,4353740.912,11808852.5,308652.0096,775445.6493,5715343.938,12633492.49,274721.4212,2702807.862,4109864.076,-770611.0379,,53499467.68,37508828.44,,8250003.445
29447.60592,1139391.632,3410228.625,61115.31013,264956.0801,8369457.414,4219085.036,78973.56368,47182.86144,2979064.864,-14092493.49,,6744550.933,18891835.13,6367484.169,9660844.662
305288.4258,1028968.323,2061490.386,138858.8009,744743.0711,3514566.912,751440.9746,61566.44178,314188.8465,1004571.432,-7490401.105,-211494.2843,,11270253.83,2872588.303,4953236.233
84662.5451,4357015.989,237486.7045,2452311.445,263787.945,4150933.653,,150521.4389,424309.9527,153214.0601,559956.6753,-3827799.382,,11992860.25,2489605.186,4573607.513
214961.4517,3746758.16,3759922.41,46476.49923,833643.7335,2727710.923,5352162.18,117904.5493,1445739.64,7212695.044,-1936386.808,,39877819.59,,11402665.34,
5144107.923,,,3226517.876,1288887.952,-2662901.579,66370980.8,1183406.551,7456467.358,,8507803.821,-4275145.302,123517486.8,457395226.7,,32220554.28
145620.3732,,84673.66915,126094.6686,118627.0083,-2898239.763,801400.419,83356.9957,283975.977,298577.3633,1412116.857,,5667387.57,6027177.889,791099.3104,1885638.209
462973.3229,238784.1422,478936.2744,,416663.2907,-3760321.441,536697.3393,72846.7622,205043.9695,,-7504374.511,-1161361.936,8522134.137,,2264144.225,4092085.156
129618.1885,2106908.963,621514.3931,493048.0855,1162277.099,,1174194.327,216268.5714,194041.1277,135397.7988,,-1771056.623,35770546.98,,2367734.067,
,8660903.133,798444.7587,1815881.664,2103170.711,368047.0079,10983537.3,99216.83908,297981.0689,3198709.872,-2604719.057,122604.3548,52808158.04,41715844,7183414.586,20093637.39
201205.6011,2851720.406,37373003.75,44346.87406,419361.6214,8318868.743,10645388.01,259109.6195,1795522.077,4897186.161,,,37782337.7,77352470.06,2837763.586,
7503764.476,,19014656.94,4720293.984,4799298.967,-5350697.992,28900428.42,,3560277.831,2308645.654,18439229.32,,326036810.4,476075555.4,12126287.36,29064076.62
37784.40607,5671535.052,,,328335.6196,7952210.929,,92181.94231,,2696580.818,-2434240.425,-2185195.068,27811350.94,31429151.89,19790893.54,14977626.65
327888.2445,1430719.775,,350773.849,742672.3053,-3466385.854,1362533.539,,,213945.6424,7190993.223,-1401080.256,31190448.11,10794521.61,2270885.048,2769210.387
4130581.515,20248698.53,11908905.73,4317250.232,3301368.515,-1936494.443,,309347.4496,1799043,4555720.379,3951297.17,673487.4582,,216618794.7,70936635.26,48462756.68
1902783.6,2020477.307,1118738.905,450740.4248,1172056.852,-5910387.593,3462491.06,99684.4586,456709.3174,2317270.84,-3213697.483,836340.5557,33410806.63,31878095.15,17903072.01,17564729.7
132151.4589,,1088079.699,1413316.28,56517.14791,4778603.453,10828676.81,929041.2123,1124122.678,7058272.057,-9232574.901,-6643688.842,585467.7382,91355578.43,,8642849.218
47060.43549,19815246.67,11658001.28,,544996.7133,,26879344.86,,404102.1918,56766.77062,14787957.39,-4207421.716,119428984.9,41342322.94,21407855.7,18354757.28
,6823058.857,6566787.7,1056015.606,437851.2341,1070991.94,21275876.03,115751.0476,1536084.27,2305184.228,-4237100.969,-4420638.782,27388502.12,112126844.6,8723905.533,14759153.58
557385.8151,8390583.389,28013023.75,,524636.9039,8018231.09,22034643.44,,,3976098.781,-12137030.35,-2891481.057,24796778.72,,,33698981.61
535080.0307,738450.109,6880114.383,167080.8771,807535.6189,7723888.638,2917664.659,105222.6799,8741.365293,6854120.158,,1144387.277,,13043117.52,23961606.41,
194830.4372,3121045.349,279036.2525,655413.5464,260148.9826,-777964.028,4008604.777,61256.75861,542706.2157,168144.0766,-636322.6127,-879006.0574,14858538.68,8045692.623,8057748.188,5230131.549
233059.0626,1178581.05,2292959.009,75916.43558,71165.78828,5289653.62,1737558.936,125333.3951,,3645480.467,-9855980.344,-289020.6254,5817309.825,5222426.013,3883932.918,7757759.803
1188677.621,23259704.45,27240240.01,213091.7472,1083700.066,5878255.424,29703952.55,422450.6003,487158.1392,16712406.91,-2276660.067,,163608358.1,30377499.17,79616149.53,55563337.57
156523.0326,10786626.1,27473195.04,260028.2814,294507.7417,8640153.553,24454904.18,969647.9199,476444.1965,12079915.43,-4385646.198,-739131.4349,46778640.01,21987204.22,27668885.18,28837235.31
2280792.939,11167607.09,8707189.098,593433.6774,879783.8382,1594261.56,18583749.18,90486.28641,36560.87947,3165440.302,-6575276.685,,101015384.5,41907669.13,36894402.53,45419531.51
86684.47938,8798721.053,,87905.47814,23753.86935,7629284.085,12642166.25,263854.649,204697.2984,3064257.903,591530.3234,-4536922.53,14473252.59,15942722.79,5890343.016,14143907.77
1265834.152,15961306.31,22388279.48,389321.2512,3041409.331,1030702.341,12726375.62,710096.6725,1643403.157,3669884.681,14848221.48,-866935.1354,216285700.3,138334999.1,19740716.36,26903419.23
1398399.506,5667635.984,11597032.52,445876.063,1996488.675,3218566.249,,354808.9809,1603250.749,9615832.413,-3710845.345,-75720.6028,,108441187.1,19184338.57,
1397303.043,13313412.32,,,,-10050516.86,8756279.633,159859.9443,1813019.516,,18440678.08,-608611.4009,287358465.3,175329809.2,18130510.79,14283301.44
10110407.01,27357488.61,10988650.46,7522013.901,5525620.863,-5809476.867,21794909.98,537523.9699,3780771.794,5169998.922,5005791.852,846612.3651,255182702.1,202358681.7,,36019732.64
11168316.09,5528091.301,,,3800655.332,-14777060.92,3615208.1,125954.1624,3198060.122,465077.1305,9326182.097,705929.7381,110098272.8,46224626.59,9855665.347,8358648.709
1694103.36,,11539435.59,4525728.529,3586207.423,,29123435.58,470641.5028,638013.0961,5157274.05,2835843.573,311244.9033,168700211.7,136675567.2,31757849.57,42966936.46
2591886.352,41302991.54,,2766400.269,,3446515.289,59039322.33,513782.6606,,,9148448.6,-164054.3708,284713705.8,80150066.67,43426739.24,31046968.72
1224382.417,,23361355.93,1530006.735,957814.2875,-2244981.274,73279829.08,449884.1326,5693236.679,,21489145.95,-6936105.401,283988647.9,288442916,25237613.54,21062123.41
28697841.73,,31293189.96,,1769680.688,-8352888.556,58900252.14,,22595077.93,19657867.16,13914567.89,,253447541,376452375.1,22952093.26,20063022.02
194610.4366,1218431.473,8502.500108,976356.3514,1885670.175,-7138889.696,,,665048.8029,,2081565.043,-1915790.765,28095826.8,28124608.28,2071087.61,2125005.425
47579922.44,122744051.6,96235559.99,18163863.43,7726488.087,205547.9594,187044957.3,,17531570.09,17154535.18,12697740.29,-1965760.734,784635657.2,4556661313,107169122.8,85939637.53
2188742.781,17897763.27,3232364.211,7618672.65,2421507.247,-4953857.731,17529905.83,351251.2013,2040384.589,449793.8661,12342635.9,-2078309.341,146399105.8,79396752.73,,15679353.4
161080.2619,395061.6578,2939887.207,4287.887529,55079.80334,4128955.912,330083.5639,,126292.4027,11884523.51,-12488537.85,-219374.2554,3215136.271,7983959.775,3346742.472,5580645.766
847589.47,,8272553.475,782943.9886,983798.1317,-781844.5468,18902617.92,175139.0425,427807.7307,,,-1633835.04,171340620.7,36883483.15,13465702.28,22908761.68
1149506.827,2497420.545,6325281.725,116458.2136,1315982.267,114508.1669,2773790.526,167336.3857,229729.2219,,-2590373.136,590277.0354,,35798931.03,14328603.27,
869462.6469,5157617.524,215278.7242,1931455.459,1746046.642,-7487563.53,1913076.496,233434.9514,1858082.842,339555.774,9948144.714,-1111934.14,54525977.61,15696004.11,1621799.229,3279045.744
190211.1448,2421404.506,,,640778.8075,4239870.173,2991724.076,129540.6749,,,-3496163.379,347281.8518,37611697.39,,5736693.047,10828551.79
368027.2348,7010128.168,5462162.668,91670.39726,,,16029250.76,219516.2746,939424.8282,,-225885.2653,-3228652.131,22697525.01,49852553.68,12520740.03,14717892.72
1166034.768,13548928.42,1120989.391,1159912.819,764086.7302,-6402684.356,10649343.47,,367746.2451,2390860.535,1023974.977,-2361325.663,,138154337,11660795.41,22108247.02
654353.1297,20997609.73,27027033.2,247598.656,3983697.712,1270244.684,29302784.19,,,4879252.262,16584029.5,-2506608.832,335351507.4,360559752,36953274.57,22564520.97
495195.3086,,1756702.611,1438668.122,,2384820.068,11871063.55,455362.8166,975187.8803,4206092.784,-3178134.944,-2456219.953,,,7723952.981,11229543.28
,7548521.738,30282.51405,3595990.718,1201479.835,-13909728.36,2908337.2,530729.4213,2105100.762,3033118.435,9266776.386,-79656.11934,37569676.26,19420306.04,2051862.152,7073187.959
,41837360.2,5052880.199,365022.7747,345539.6423,-4207335.191,38526829.66,149352.8733,1309863.972,872502.3505,19902881.54,-3246560.324,144111093.2,42960387.85,23576713.38,
933463.5076,7172773.257,824669.3415,5688546.745,1484982.403,-3431120.846,9045525.341,172128.9136,,279479.8321,4159823.673,-5154000.214,34563081.9,89891938.74,,
1403792.345,5313871.196,,2009270.623,1379068.406,-6260890.428,,106791.2599,3025150.449,118958.0204,8372983.85,-3781515.039,,,1923215.309,3544218.967
1043458.434,13255758.26,,,63849.38668,-3665468.187,,1322195.178,4083802.718,10662203.7,7054982.216,-3828995.757,28751777.21,36511525.72,14667868.25,11484122.57
1431270.556,17096275.39,13698465.19,771049.343,251950.3885,501436.4099,23104097.87,1151576.639,10384777.95,7484974.855,9938332.698,-5335658.977,45773333.02,46995661.27,6860218.824,7743834.962
100154.8285,4821981.036,1290199.814,82602.82208,428982.9842,-1579824.037,5565613.827,130105.2491,,1157809.205,7986455.891,-4621312.448,27944890.19,32568498.33,4342196.549,2523203.043
,9675265.44,6435790.284,2495872.376,,-227902.9996,25201310.55,815193.4363,8930347.867,7761770.432,1502677.942,-2807398.008,72767811.58,80314039.99,13464848.03,8804433.943
,,6544036.729,4286474.24,,,27724577.23,739736.4375,2761858.093,1752815.338,13482283.76,-3718480.465,118780257.4,96383876.55,13481229.99,17477456.18
4226393.821,,2072802.336,15164627.89,2969245.638,-12324499.99,28405012.83,360821.1641,13066185.65,82696.75864,24272391.41,-6894335.591,,205661765.9,3441058.383,4276675.248
2958926.067,22655031.4,10927407.03,1003688.77,1370394.047,-7172541.441,26931235.41,608581.5727,14051966.77,4371302.775,,,129980168.6,164322681.1,11488539.38,9382711.01
436014.7306,12608914.19,10413959.4,598950.4342,2717157.061,598258.6831,,161059.1683,5218704.761,149294.8324,23593565.27,-4480182.418,,42247598.44,,5345594.101
707066.2664,,1762246.444,,979400.7548,-7465511.856,,452257.7548,2294157.699,137970.8812,23923556.85,-6183798.358,135592901.3,111425846,8019625.377,
,18025967.65,6052052.583,,907949.3373,-2490271.041,17871274.84,135043.1876,382828.7354,135045.0645,11556201.09,-4789458.838,85898765.03,160937990.8,10037596.12,22165681.4
908441.5572,19788713.73,1798286.292,,1213942.136,-7797184.625,,746546.7872,1270395.52,629277.1597,,-2050433.224,100127430.9,55459557.92,13256325.09,14859944.49
5919280.697,67225416.33,2706441.556,4196624.189,736960.7456,-14923202.48,43359987.89,1021636.932,8699936.664,,32376779.28,-7243840.026,206880230.3,289806812.6,11139393.26,13831286.41
835747.4582,20059226.06,,472844.5898,901090.9699,-2823936.523,28790018.2,349450.0369,4734987.929,1979079.817,13025960.43,,109580858.7,209846570.3,32708074.35,18611371.59
,,14223805.87,2273630.776,2330767.966,-5434673.245,18170104.89,357059.5178,2831917.298,492493.1293,18611407.04,-4500727.985,166033250.1,,,22401118.21
1316005.432,29630430.41,584570.6886,6547511.58,437649.5766,,13861669.02,,1696810.128,281967.6392,23169190.65,-4744319.291,69723106.19,54850466.51,8864729.47,12261935.01
241829.9242,11633960.62,,,,953224.2739,20815000.19,267379.8399,,1266709.51,10677651.73,-2291476.636,56287517.46,20323558.15,17916235.6,16945553.12
1718047.091,15578728.27,23143557.58,,1752821.32,-451105.3444,27090528.8,426825.7721,2343059.088,2416251.224,14610864.89,-4976838.401,197244439.8,278658573.9,,20739627.02
198250.1884,18041570.76,,1656050.619,826694.3753,-1328121.285,19515242.04,100458.5897,1598710.035,3067.185682,18460894.26,-4552894.838,133981950,35891099.14,13603400.39,
,10802810.33,1533993.695,7136819.616,2035715.148,-8049151.176,17303135.22,984654.0697,7112547.033,3148488.58,11926681.04,,79992763.93,85680189.15,9527199.934,9976452.246
