EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
5878561.32,5948037.784,4167476.2180000003,233388.6067,1382969.395,-6948715.816000001,4591773.488,302367.622,759960.0228,11324079.72,-1194828.553,951095.5855,64655552.83,,16017786.58,24945841.4,Aceptado
,9299736.351,,100850.8484,289115.6242,8323026.344,,,,8978507.755,-5633804.119,-961334.198,59703824.0,66001996.24,38592008.36,40974707.45,Aceptado
5762861.8379999995,17732251.31,218273.246,7646135.562000001,6041570.596,-13218111.16,6403165.972,,2071947.5590000001,2037481.904,8251209.587,-487199.8626,121347633.7,,7532739.385,15817233.78,Aceptado
630109.0002,55075885.55,19305382.41,18147541.88,1788205.2959999999,5396902.507999999,,370848.7032,4195930.274,552694.777,16439785.87,,236335696.5,277563268.5,,23601995.34,Aceptado
2153663.933,18838683.44,24465698.71,539061.3277,1212250.5690000001,1630692.2969999998,25696706.52,1126246.998,8254185.871,14418858.28,5829289.776000001,-405136.9435,106216575.3,86195049.45,42235082.89,23742942.0,Aceptado
739420.9805,4969630.617,190476.5103,,1759771.245,,3060551.2389999996,78599.58335,,915567.3569,1442275.096,1146701.196,73219757.75,10355958.86,,19583969.28,Aceptado
1980391.564,11505629.71,2763023.297,960603.1454,1159849.956,-4399899.333000001,6681391.757,769422.6741,2804689.3419999997,7016683.637,8434372.066,-413917.2202,60883270.37,24209520.32,5407430.375,,Aceptado
18184.54522,4831565.075,11628380.2,,92124.07487000001,,36826761.3,150785.0155,757311.2917,335636.7137,-1578672.0590000001,-7093833.003,20264134.38,,,7478160.909,Aceptado
,71076984.12,38519525.4,7899511.772999999,1000274.4670000001,2893151.67,104774489.2,,6131712.967999999,1963696.813,24452244.42,-7395784.927,255787012.2,,28956521.08,36453260.46,Aceptado
239210.6219,,,753721.8138,365331.2201,1536219.8480000002,5996897.688999999,82140.07586,264957.7451,562690.9204,-4174757.797,-2139633.804,12003316.73,,8103813.429,10839325.49,Aceptado
421455.0099,4055741.748,400776.4949,,,-4204814.8719999995,4419411.285,114187.6461,336254.3458,,4619656.393,817925.0381,102455724.4,21495169.8,17857332.63,12607656.5,Aceptado
56889.60916,44911.31108,71586.75373,45528.525389999995,41122.20119,4895614.093,176889.3857,73564.78543999999,181020.0278,1345733.1430000002,-9914032.923,121507.411,1046053.0809999999,905461.1504,575128.1051,,Aceptado
387184.1221,14764427.25,13900963.66,89343.51524,145484.812,3556864.227,,,2292939.496,5528370.038,5310144.192,-4927627.728,68195278.24,40846951.77,9969829.585,12041600.22,Aceptado
95248.40611,461302.4387,8686906.294,59389.90419,450307.5455,8149079.114,3923868.9689999996,79704.24461000001,986287.8242,,-4890618.783,-1937164.1609999998,31972211.9,6646127.419,,2679560.577,Aceptado
,36974740.37,4989963.597,2250636.211,819579.03,-8847541.833999999,,696382.3588,3182783.63,1090270.9340000001,23033076.02,-4083454.3389999997,137703826.8,133682167.8,,23023937.28,Sospechoso
1038241.005,11340532.14,4783156.723,669532.1911,,-3767630.461,15574516.64,302392.5679,2841197.084,2829633.9460000005,,-1807212.043,56145776.12,82878721.82,,,Aceptado
864644.6603,3757189.957,188932.0501,,2123567.559,-6464452.447000001,1862676.015,98197.8721,523915.0009,859945.5306,259193.6277,912559.9832,42602816.7,18804428.05,11629694.08,11084257.34,Aceptado
10945677.83,60725309.01,4904811.882,92294442.86,6922389.158,-11341427.12,73218070.52,971257.6992,,1381977.907,,-2415406.317,458168217.6,518969521.9,30489028.3,30104919.15,Aceptado
212136.6606,7905445.994,21499129.73,579168.171,,7561617.278,23354548.55,187558.1161,3977351.228,527684.0485,3469359.258,-6886022.323,,58477881.27,5706854.477000001,4984702.515,Aceptado
465934.4139,17723150.32,31503620.92,852453.7877,1193277.838,7144394.964,36014961.85,,4870557.552,1392678.745,11150941.57,-4590559.671,,51423021.74,10706448.18,12402050.45,Aceptado
4250214.877,25534392.17,35167753.23,2518307.863,1139478.709,,64501375.03,452155.4267,3834947.227,11118499.45,-1270370.472,-2382066.517,136740817.1,162401298.4,29178656.49,36070958.1,Aceptado
,39862986.84,63075498.15,2883040.648,3362049.0039999997,8021233.976,82409153.29,,4286405.969,15198734.15,4609407.679,-1774856.97,268592293.7,470663321.5,56303083.41,54141514.0,Aceptado
,,27636385.49,909876.1428,402863.4803,-1608783.231,76542033.82,576177.881,,,13733061.58,-4375721.929,189581994.3,127533327.2,38748125.65,26678541.98,Aceptado
636888.5296,2066896.493,1368062.6709999999,,,-1979764.091,3873563.3260000004,,,775715.7432,5227856.841,830014.2208,94013418.61,8015005.37,,,Aceptado
1608388.815,,21583255.82,358217.2764,2029789.6230000001,-985631.9996,29351897.0,113398.0269,5327936.228,1324800.7920000001,7774978.025,,222748721.1,202970555.1,24991957.91,13964981.36,Aceptado
106285.5334,,3849376.937,,962732.0054,8601825.072,3296842.695,112958.7986,,3298535.313,-18218697.52,-1683800.7219999998,6150061.905,,1747739.132,3887396.3439999996,Aceptado
3847208.252,25279435.43,2631008.66,18142680.1,4576590.715,-7711491.863,26369006.25,597587.8138,4116512.675,1825709.606,11444089.96,-646763.9048,191229158.8,194009998.0,,22930285.88,Aceptado
461759.9064,7434460.818,2880878.393,,1456740.1519999998,4800812.596,10200499.23,602040.693,645672.2033,2593094.754,-2269678.5730000003,-1036376.397,36039638.21,,12269055.95,16553891.93,Aceptado
86422.78067000001,1088592.011,6074162.715,76366.10724,,7637216.528,5170285.652,250666.9619,450666.0323,4387213.201,-5168138.057,-1361405.765,16142915.88,14644030.03,7796878.168,8330324.028,Aceptado
,3458066.768,40417324.74,21088.30538,177125.8951,8499434.646,25792580.75,,1306673.512,9961695.469,779712.3769,-3896311.097,66680634.53,31837121.56,11281388.97,14862849.35,Aceptado
375917.4763,110263.3152,45282.38111,12295.00553,220275.0534,,111779.1068,60646.556370000006,116325.0875,7374305.946,,1198603.4579999999,10129212.46,632462.1094,2157794.887,3380079.836,Aceptado
79390.70827999999,1929772.544,14623606.58,689125.3045,163770.25400000002,8818712.961000001,23191512.85,180505.9779,683693.8595,1581011.804,-6937888.007999999,-4863827.046,19697191.54,12704780.27,3390077.3210000005,7941399.853999999,Aceptado
,,,,200655.1763,7945553.509,,,887743.5274,502087.7879,,,20523148.5,120121539.8,4500953.092,12524741.48,Aceptado
166446.4201,6728229.551,702776.5131,3814118.7339999997,1475390.9030000002,,13151830.34,282451.4577,2277115.795,,,-5805322.417,37017389.38,110187685.5,5615013.083,,Aceptado
331571.972,1409258.362,1272444.0,436468.3852,,,4444887.191000001,,,3054476.061,-2295641.183,,20077211.88,7050574.914,,4309101.7069999995,Aceptado
296300.146,2133611.702,14174057.3,286044.501,667256.6839,,5901982.45,76222.06558,434630.893,1996227.914,-13174295.04,,24037829.25,24364311.92,22286678.66,16204185.32,Aceptado
393720.6283,1313645.004,2784746.298,208223.4221,649835.4988,2038616.915,4111774.914,,1645737.733,1851470.915,-745363.7884,-1494475.824,34907213.82,16717041.46,5774407.106000001,4089648.3789999997,Aceptado
1028298.125,28972256.56,34468162.21,,979055.4386,3335404.3860000004,61582071.15,283456.9746,4266201.833000001,1655286.64,,-4942193.796,232910330.2,163275890.8,27240689.5,25989173.43,Aceptado
675143.1818,4511163.414,119294.0058,17604730.84,1203152.398,-2799484.42,8868684.374,219373.7348,5650328.978999999,455754.1424,,-5323252.84,11316323.74,42889240.66,701074.8214,1962080.906,Sospechoso
22868.60738,,4211289.281,30768.12837,,5000646.711,6087131.416,,,,,-4999429.777,,,5169633.761,4604209.666,Aceptado
4174097.251,20954760.62,837570.0551,,2962038.398,-11293959.32,11734798.08,380774.9711,7082978.094,,16327546.58,-3161446.856,120471538.5,85277909.07,3795830.2569999998,6698430.887,Sospechoso
999713.676,16551824.58,23185270.86,453321.4844,,5114596.773,,336998.066,365946.9664,6189603.705,900851.9229,-996276.8601,98771880.77,189106032.3,,,Aceptado
1104899.745,11522861.74,21544726.44,8529291.637,3103329.309,6593010.744,37257736.82,211489.0257,2368560.11,710620.5259,-701517.3904,-3676754.1089999997,126725844.7,,26190965.4,23862839.61,Aceptado
24853.7989,361370.3056,1380220.343,24923.39256,7482.962669,8024514.324,2933150.057,160817.3632,115875.8222,4140925.63,-9946165.706,-317544.7076,2487193.877,1517161.445,6675138.487000001,4536893.738,Aceptado
,55188403.06,7449430.573,77349035.68,2618323.394,,69308719.75,2790948.248,8373872.444,4056444.0519999997,13442551.04,-1976819.91,172437510.5,201628281.7,57783511.72,31882065.3,Aceptado
155577.6205,5865646.921,3920878.934,198796.0546,816446.4072,4400214.2360000005,,,297440.5548,2173185.736,2844730.316,-1455218.6719999998,46740387.14,,7946816.842,12097813.85,Aceptado
921321.8242,4245123.761,1473897.823,1717409.015,,-1346226.8069999998,6512319.11,117922.2785,729940.5947,845023.818,-1101804.744,677937.8501,109038714.6,42171836.52,19765029.71,14038404.77,Aceptado
236892.2708,140438.4713,2310169.067,40836.11061,348726.9988,7220551.167,,118055.3298,64197.48075,8362441.965,-15019587.84,729478.3352,,,1360434.5369999998,,Aceptado
162068.8961,3971763.3260000004,353032.2377,1121928.812,,2931046.4680000003,6146877.021000001,101089.4078,201578.984,,-3994055.8210000005,-1303820.05,7102627.524,,,9874849.654,Aceptado
227783.5261,790052.0119,334740.0238,,582852.831,-4775951.813999999,372007.8581,103930.0881,96627.85828,955312.5964,-3213964.006,168421.0293,,19618449.66,,6609589.569,Aceptado
998384.3965,,23400267.03,1142805.005,331664.7064,5216377.219,34121858.32,339709.098,951026.8111,3367218.693,2612849.491,-3437125.3230000003,62584858.57,98723024.96,24167627.97,33039870.21,Aceptado
27234.716539999998,77950.58052,8787339.453,8522.097344,284016.2296,8296595.006,1000459.8640000001,29388.79026,889021.7283,193029.174,,,22980768.92,5276569.27,230516.7965,440249.6019,Aceptado
124319.5602,8877588.045,,127006.47,1979228.023,8389192.174,,200780.5273,1191619.989,4934654.688999999,-2331387.642,-1850747.949,87596027.5,98951656.24,18824247.74,18441067.74,Aceptado
186176.3832,13509968.38,15530903.54,293806.9235,576764.9028,6634810.87,27198456.82,436828.5566,1910179.7580000001,4149033.48,5126600.714,-3078172.151,84694029.0,46268547.82,,,Aceptado
313279.1557,913311.5617,898946.8484,1374741.21,2680910.699,1854352.394,2782371.9,88651.78427,604891.295,27785.757910000004,4836973.8780000005,-436421.6379,88919470.96,14400847.43,3683008.97,4112030.96,Aceptado
10210.35247,63710.20915,183906.8103,,355927.0391,8172125.177,1042647.565,31765.46487,159448.7518,101202.4801,-10530208.57,-312764.7348,5774524.128,2076890.2769999998,3141406.042,1043588.238,Aceptado
101955.2941,1431600.019,1157484.918,228987.5387,36434.987689999994,5107124.95,3214261.775,223875.5864,239215.6127,,-4834995.188,,2844530.165,9753624.212000001,3716632.7189999996,5369950.012999999,Aceptado
141441.2165,,,350594.5714,1217053.418,,6558713.775,95670.24961,,,261784.8753,-470608.675,63305831.19,,10571889.56,17898851.74,Aceptado
96885.53952,3366907.738,8251387.874,2128174.201,1616900.573,7970417.378,14871423.9,49789.2458,3984600.453,6878.727846,4285637.803,-7896243.061000001,67420564.6,,281173.3186,938909.8743,Aceptado
893587.5168,15963662.95,3617389.852,8966021.165,2925899.9060000004,-786196.7967,18875994.9,238777.2281,833561.8514,,11120928.99,-583382.2519,183926714.6,57759689.39,,20914069.68,Aceptado
345346.5746,5087143.081,1331592.369,183714.3123,1039931.8459999999,-2577399.721,4131215.377,320379.1876,821391.5778,2334744.055,8421077.195,-1297751.21,64154826.59,22604889.24,4394180.006,7168947.182999999,Aceptado
3078511.568,31495822.42,17641547.88,1445154.5259999998,167927.082,2971136.1989999996,79995810.19,377057.119,1611165.24,,,-416964.1805,,62076163.13,60205064.72,51535904.22,Aceptado
465734.8824,9357106.432,16700884.12,117110.317,281420.6801,3041788.41,26387596.49,,2616201.188,2926357.166,9441904.485,-3912756.1180000002,93620191.5,,15829820.15,12900176.92,Aceptado
145527.9893,5797616.863,1017063.2009999999,522438.3412,1055545.716,-168761.3379,4518403.0139999995,307310.5077,2806630.809,680088.1389,14015825.46,-293513.9426,,6970249.419,8629461.77,4137449.797,Aceptado
166745.5526,6899241.15,36255132.82,234443.9188,,8352622.781,15322837.94,160616.4337,467975.9631,398806.9024,6653242.222999999,-2397014.0319999997,181937280.9,48746976.15,14368627.63,18416339.71,Aceptado
,55880046.2,12383117.56,2413920.255,,-6435247.563999999,53747368.91,1332910.2240000002,6377831.491,11250155.11,13021487.52,-576135.6959,189734265.4,98002570.42,,35407398.78,Aceptado
139437.0474,3011549.1980000003,910328.3987,374304.5116,1817453.0380000002,313197.1468,2114687.8340000003,,27893.64571,42387.24201,4698634.198,-344793.1503,65819363.49,36244676.94,10867871.9,13498781.48,Aceptado
22091.150840000002,,5646081.089,,377655.5197,7368851.446,7031888.707,96371.18951,240168.0004,122.356102,12637625.48,-7576945.842999999,54803814.18,27819283.41,1475373.8669999999,2454794.082,Aceptado
1123556.049,27403809.56,,955076.4707,1023945.058,8881330.615,90133371.32,1572263.3730000001,6779428.945,30721035.32,-3844469.28,,161487855.1,,68346059.98,50966536.57,Aceptado
871775.1796,15207258.99,1888310.2119999998,576984.0277,789998.3181,-4467781.811000001,,184279.918,1814689.6830000002,3397673.778,6174564.887,-574911.4755,66640887.82,24617701.9,11974767.49,13040863.27,Aceptado
47588.010089999996,2176246.239,4877763.166999999,765917.4034,484956.042,8257074.55,16838887.43,54227.395529999994,,194457.3969,-4475811.488,,,29371853.9,5577828.5,5424602.81,Aceptado
554035.7362,8434515.479,930965.4941,269086.5426,743814.7756,-3252128.2260000003,7948003.672,309922.6968,,4467889.107,7239227.2360000005,773274.4065,87516474.09,7101833.587,,,Aceptado
1377134.2040000001,54554760.24,8510885.848,10811480.24,1843812.392,,52638317.72,1162823.821,,2853207.355,17687323.86,,141297531.0,403762439.9,17537134.87,25312974.41,Sospechoso
293014.3155,2578639.83,,341108.3933,700679.8238,4009850.65,9173430.921,196454.7373,335258.2036,7916053.426,,965452.0754,19700452.6,21617004.12,41301582.57,21151228.6,Aceptado
1584893.593,4195497.0139999995,1761133.8169999998,8754272.609,,-3282497.889,10355882.04,2283095.8430000003,10139398.05,,9545059.522,-4849649.369,,,,3010139.81,Sospechoso
174928.5043,,9039493.646,584056.895,760568.0513,,10438879.52,178970.7079,,351733.3192,6630817.293,-114772.464,92286710.78,9171075.574,12390499.87,18592792.3,Aceptado
,43379972.8,72295154.29,2453842.989,1493572.5790000001,,80775443.9,1184044.9309999999,14213944.37,7825247.828,11275922.1,-2631935.785,292578622.7,156373935.4,63689954.75,32342188.79,Aceptado
2657188.796,52259507.27,53553517.79,1682562.719,1772802.469,1841108.872,,800375.2372,,3883861.24,19286723.29,-4010897.393,402871833.8,365013604.2,63201868.62,,Aceptado
,1696424.9630000002,8115497.478999999,235518.9177,1097477.135,6217236.376,4775271.383,269052.3914,1601695.322,7121157.164,-5155219.016,-2037508.8730000001,31350539.46,28237332.73,,6452602.095,Aceptado
385480.2547,21968992.43,20387358.66,73715.30609,2695828.499,-2353428.674,25340330.11,326552.2624,3703292.7810000004,1293996.918,22260509.44,-3661139.2660000003,401567328.7,,27021170.47,14078251.12,Aceptado
2201669.129,13588520.81,1983359.447,2500754.478,2229222.599,-5065445.103999999,21291212.59,148776.25400000002,781815.1747,2164185.242,,1083143.629,165241327.2,25260879.21,42437384.12,31606035.64,Aceptado
10075367.46,43212411.96,18648392.16,4024654.896,,-2506465.3030000003,58528347.14,,6146119.497,11969724.24,10494000.82,-2505270.981,244306526.2,183381382.5,13327916.16,30643457.77,Aceptado
1949491.0769999998,28728464.59,,882615.8793,2965582.068,-5032170.188999999,22695566.52,,1252259.538,1859517.733,21316241.2,-544691.7679999999,348448106.5,85616365.83,21399746.53,29414436.0,Aceptado
352686.7153,6024742.222,23353844.63,299619.1304,1422806.049,5247031.723999999,,375512.2403,4794985.166,1010339.675,10285921.76,,105735882.0,157818873.0,8225945.406,7164880.326,Aceptado
1313894.908,3849884.693,13340638.08,,190243.5607,2381164.809,,256661.9713,11151483.73,4637381.746,4056932.235,-3660269.8789999997,,8849121.59,2851328.5069999998,1763521.259,Aceptado
1528617.991,19969067.39,12854936.49,512944.1206,1155239.7079999999,,23081354.3,580006.0721,4491503.176,,14099134.77,266570.8353,175407401.0,,31043033.46,21235150.55,Aceptado
,,732753.1253,406810.138,4560834.031,-4767151.357,611823.7613,75974.82126,,,,1172649.721,184977359.2,,15570871.52,11318546.84,Aceptado
327993.0735,572602.0742,356736.4972,135148.0793,1224727.033,-187474.0103,876249.6085,67103.8051,131057.9418,,-6027246.993,,20594537.93,13093318.13,4089579.9889999996,7835924.528,Aceptado
103759.0339,2668981.856,1378901.032,104236.976,227543.7465,2014004.729,,40123.66377,132629.7358,24963.328019999997,6816509.324,-543011.0323,42767099.9,3453050.979,4643575.619,,Aceptado
798708.3323,79319644.87,37058063.45,29218976.6,1599679.0969999998,,173389891.6,499437.2409,4840136.922,1406016.4640000002,,-5270776.313,,,87968074.31,,Aceptado
309020.2926,,8598476.038999999,262591.1937,,7469314.017999999,6782658.686000001,348068.1187,589462.7028,8245601.087,-9958919.968,125373.5236,28014275.99,25970328.38,14854890.17,15322570.29,Aceptado
2449999.98,,6043420.863,2092002.7040000001,1778584.0080000001,-2235951.173,22078902.22,495072.8569,,7044666.621,-1360702.7959999999,,83859566.44,169282332.6,,,Aceptado
842792.7408,5072961.94,1372515.571,310111.9417,501633.591,-5309788.594,,,254880.9208,580506.7331,9578096.159,-1920025.595,,17580210.63,2237524.895,,Aceptado
,22700080.64,15950035.78,5976192.5479999995,,807779.6437,31135641.82,1422255.977,3626282.355,2274384.675,10491645.2,-5647288.947000001,158172891.0,909710336.2,18946521.58,22323591.3,Aceptado
256153.4651,,1199685.784,108002.8415,858948.6783,-1048631.716,1855876.445,90309.21809,461294.8852,1011090.8670000001,-2820557.873,91694.4316,30009155.25,,14606707.42,,Aceptado
33124.41734,154.973751,1033.211998,825.1701559999999,,1100837.337,98.453735,19402.97434,14107.376059999999,3333427.18,-22204925.03,,55195.591239999994,145890.3233,122640.5186,87630.78685,Aceptado
1350005.5669999998,8552306.058,872193.8504,,1973753.1090000002,-4704852.045,5135596.714,935428.7813,567399.3903,,4898149.568,427122.8602,79855546.58,29253464.73,,15756721.52,Aceptado
27392.599,30343070.2,19379532.03,411480.7035,365990.9838,7987845.143999999,,343602.5145,770795.6640000001,299411.8102,,-5014579.035,144036631.7,33566044.4,25918560.24,20500037.38,Aceptado
122857.0572,313070.1459,4173648.278,,180941.7071,,2810499.079,14548.849740000001,8416.268982,,-22407867.97,,,7656452.682,10268189.17,14966109.05,Aceptado
1439473.801,21909055.75,3729774.6410000003,8613391.9,2028390.379,,,153927.2312,751102.1343,502359.6077,6104623.74,,90285022.36,401717418.8,25060253.91,33137473.16,Sospechoso
175523.72100000002,1688621.3469999998,308904.9075,2976120.6769999997,718462.5919,6084785.0770000005,3431927.684,87676.96264,49147.47158,600449.3618,-13922290.23,467953.81,7173336.747,,10088916.35,12946563.07,Aceptado
2469486.929,45124023.94,16691724.2,2930005.98,814972.5489,-2034768.414,64055995.67,580255.2276,3591828.038,3972992.352,14156637.95,-1617451.75,192666898.0,97751841.49,50753349.85,38139381.89,Aceptado
80619.91001,80343.61244,321.372997,124770.4983,,-9472740.176,41811.433430000005,38233.761,532876.6764,6059.991744,3189443.753,-4336757.356000001,751407.2559,4971338.364,37336.76631,80923.88552000001,Aceptado
83521.89607,8097408.016,8326194.066000001,602713.4652,634576.2508,6313561.015,,258361.6933,1601795.729,285542.3966,9827979.866,-5853754.58,56859444.57,56065173.49,8065548.3,,Aceptado
1876837.3380000002,,27995469.14,1166726.14,806485.7119,-2327440.1319999998,,449302.6521,844849.4377,491052.2446,,-2240570.005,317015279.9,78709825.35,,43643048.7,Aceptado
192155.4285,26191.35842,,43549.85269,523076.8871,,48017.111789999995,53334.59463,321309.4997,3627207.3310000002,-19805784.1,896086.0164,2152329.918,3318786.705,,1240428.13,Aceptado
,,7114667.6729999995,,1370238.025,1772510.747,25285189.82,307450.5093,1589182.081,,,-3634756.104,51608705.62,265521673.5,16420019.65,20412566.59,Aceptado
85457.99295,4224461.77,1610421.68,717083.5262,,6535790.93,13747464.16,112257.4861,269183.4635,905393.3494,-6083420.79,-3312860.747,12211386.25,22959434.71,8947872.435,10008045.99,Aceptado
1023065.281,1046299.682,17335695.38,345667.8379,1533313.146,8433186.735,7862738.9520000005,271222.4752,273498.5203,13956191.99,-17459262.54,1079871.655,50448145.78,13808671.37,16280167.09,24667414.55,Aceptado
273590.5615,5360020.7930000005,30125777.18,29635.58763,49014.48777,7088083.101,15252808.33,577961.8312,2787062.77,10773791.44,835974.2615,-3459837.2139999997,24496911.91,28926491.71,17346150.78,12886928.84,Aceptado
814469.2259,11673903.08,3054405.545,1263820.6840000001,1019628.152,,22171228.01,,3260643.202,375422.3828,7065036.063999999,,101859104.7,64641491.96,,8266363.209,Sospechoso
,8948611.933,6971665.696,3005104.526,1997534.582,3827757.925,29678606.16,,,1065482.037,-437631.3677,-1391908.4219999998,114810946.6,,,16510886.28,Aceptado
245675.9395,3792267.643,4961084.673,,176533.2575,2236300.48,,175834.0705,,3916158.557,,25109.52117,22583495.67,11114499.01,11097808.33,13094853.87,Aceptado
2664146.545,82671253.93,36295593.34,8155695.671,1306688.615,799253.3231,120314172.0,,16253982.07,5844069.416,19131250.99,,303736481.3,399437405.1,38023634.74,27230935.4,Aceptado
78625.0016,952994.1461,7697313.9860000005,247937.4084,1233805.561,8416748.33,7360747.502,47923.347519999996,,448687.5174,-10187166.36,-240325.0947,50782211.61,18969269.65,14271442.02,12645338.33,Aceptado
37919.28897,793711.2591,,15574.574359999999,,1666668.1830000002,1326932.376,52489.57329,75986.52534,900369.1696,-4431428.579,-2321170.164,,5327638.205,3549937.35,3343973.0760000004,Aceptado
,44139743.57,61846493.67,1515619.505,1476355.8190000001,5066427.981000001,61875777.39,1276750.537,16763972.11,3014441.2819999997,16813529.66,-8057027.419,230771034.9,640758495.8,,,Aceptado
1104721.298,16849531.59,2555407.623,10863981.16,188441.4154,,39007739.64,139703.5912,2135708.1569999997,410940.856,726990.1515,-4419342.63,34169378.58,30740647.01,12182226.38,,Aceptado
382880.3403,16281637.78,,472272.70200000005,,2308311.491,14908933.62,191320.1812,613150.7725,527138.4266,11469590.88,-1340845.38,152693189.8,38741676.16,18940029.09,19541321.98,Aceptado
547766.0859,24793033.67,5162431.323,1764863.386,207942.6078,1103099.938,38682288.86,1079349.969,3907295.667,5532314.052999999,10968603.92,-5033460.871,48808969.75,,10166972.62,13521405.43,Aceptado
696409.4883,,79981430.41,4698089.256,2261618.719,8324425.437999999,109206344.4,418689.4293,,1312453.318,12875102.75,-8068291.018999999,291544909.4,788542934.0,22346360.2,21198875.62,Aceptado
12997692.51,43771004.55,1568620.7980000002,125148507.9,6809259.741,-13825135.87,45316522.03,548097.6923,3691789.0919999997,33022.79281,26476906.03,-1461182.3469999998,474219682.3,376031387.0,,29786237.98,Aceptado
124264.4646,5693568.187999999,91933.43415,517630.18299999996,,-7961206.313999999,3952348.535,200342.1823,3471803.559,,,-7035923.4520000005,20059241.25,24245953.31,605708.3326,,Sospechoso
611183.687,8048696.426,3018694.336,1059488.999,299002.1322,1473276.3490000002,16813813.42,148828.7038,1387482.004,1924015.4409999999,-2561178.905,-2553568.463,25342001.74,,12624938.43,11806102.41,Aceptado
959832.9044,31312555.77,28717104.88,2299278.733,2036289.646,,52623077.7,345217.1607,2921189.988,,5102600.566000001,-2894717.751,153221533.7,473557644.5,57668508.09,,Aceptado
1126468.311,200860.2253,2192.673418,661419.6357,460516.8509,,464482.7167,37644.135010000005,388399.8217,,-19085197.59,746397.3315,765680.1835,9034638.807,1918023.812,3734997.334,Aceptado
,929465.3234,13558131.9,75925.01702999999,267977.2006,8821213.606,4875971.993,56445.18588,19360.587180000002,2840146.332,-17781249.3,434335.5542,13646723.36,,14373277.08,18499257.45,Aceptado
369970.7847,28642302.42,27168190.58,,306569.4745,7878530.242000001,68540441.25,689484.8665,3934923.837,,8733429.093,-4410743.142,99065375.83,,26966973.84,23055538.91,Aceptado
324764.7211,17768780.28,12016536.3,6493800.124,803272.0188,7067674.842,42178317.16,141153.23,3796423.478,493427.8926,1929906.614,-6185579.082,57267944.1,86524957.93,9815862.104,11256503.7,Aceptado
1201701.87,5668487.04,10766884.0,102885.0695,293086.1584,-585373.1797,9562603.897,609906.9273,1652774.69,9182497.911,1924752.801,-3171888.0960000004,27955800.59,89648050.77,,15449917.69,Aceptado
,9386.788795999999,,2405.801046,33516.923969999996,8632032.743999999,119408.0984,77549.78837000001,,14787957.35,-25418399.63,1075760.794,,504238.4826,2087279.094,1712589.784,Aceptado
4115160.002,53599484.86,74187524.4,2043610.906,1790274.755,,85849221.45,1038949.6590000001,5168520.838,16664402.08,,-1740687.695,256526794.6,327484462.1,,,Aceptado
27690.966310000003,6845303.66,9113205.021,160406.2638,237887.7214,8071555.574,16416840.49,255772.5559,683309.6813,577130.7679999999,9910802.165,-3092715.902,,8224087.325,,8203913.499,Aceptado
,1792039.92,1711881.8059999999,139893.3749,496287.3029,2574418.5930000003,1593480.49,75660.6412,57052.4932,1383971.862,-5996970.171,66703.73402,,19489876.31,7582003.35,14058947.92,Aceptado
3418986.788,,2723368.305,1541371.496,1214488.594,-6819893.061000001,15740913.82,3336242.213,3711603.005,15333127.49,14604416.76,409258.1019,,16475733.52,11472848.94,18041306.5,Aceptado
,32975938.74,9569993.027,,609413.2644,-4226683.597,36063227.01,437532.7011,1467166.469,2074970.585,,,150325203.8,50543640.47,35862382.81,,Aceptado
726319.7106,1226439.395,264523.2213,474289.9027,,-1918168.295,1657056.507,56854.054710000004,86860.42176,1917067.5980000002,-9428799.545,731774.3890000001,23276436.82,26216058.62,5639601.68,,Aceptado
,28802203.62,,,1219707.6609999998,3532959.8910000003,38099374.8,,,5550100.614,8547659.416000001,324111.3431,206526164.7,36311565.28,43589074.51,37723326.11,Aceptado
12086.56323,228341.3454,93097.60199,24940.07039,19733.03227,,112262.4729,51030.90301,1713.206436,91160.53575,-4708763.114,522211.8897,3885123.952,355417.0294,1115644.324,1932415.909,Aceptado
934157.7258,14433893.14,1424900.542,3272305.805,925516.2192,-3300268.363,17354001.74,596748.7971,8701952.25,2531706.582,13039202.38,,89600865.4,9789589.641,6849785.447000001,4331627.085,Aceptado
828289.4446,10385426.39,52255674.22,284829.6559,,8000842.925,20826773.38,461035.4948,3552271.501,7851661.557999999,4268239.21,-155817.9296,286397219.3,95389383.34,25224899.08,23354833.24,Aceptado
2145184.279,14450835.89,2504248.156,2022163.197,,-10848584.64,6378376.994,327080.729,7191019.951,,17172180.91,-2423616.131,,175482780.7,,5591104.157000001,Aceptado
236661.1786,79881.46132999999,39313.252089999994,,283829.1476,-2888910.797,240678.401,,991349.4213,,-8406141.293,-883053.7322,2318630.232,,1415570.7980000002,638696.2102,Aceptado
2079340.111,8470367.712000001,,3920889.522,2608292.75,7002390.253,24990999.53,455904.2744,7038948.152000001,,,-3208083.02,91020324.46,114489438.4,6504361.606000001,13217284.48,Aceptado
1697463.884,21669754.96,32785188.96,2680631.582,2699081.295,4694985.876,54799991.49,600968.073,13882228.96,3476544.709,14040596.85,-4039175.955,,126709520.3,19415029.66,13900190.5,Aceptado
