EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
86520.2339,488008.0899,18047.5746,337803.2356,61916.66551,1190942.365,143226.2392,303758.2193,282251.8996,1066850.093,-3828196.956,-1913711.491,469195.3916,2629285.77,181730.4158,929744.7023,Aceptado
190554.7703,6117705.342,3142819.481,575175.5484,319900.9914,4794190.101,20188835.24,28112.7538,2011660.773,150075.8881,2708930.735,-2696376.138,63647526.97,6985341.443,5993434.891,4308319.261,Aceptado
461273.0434,950627.0224,258917.3939,238491.6694,1778769.089,-1424489.037,798924.6669,95795.7556,109785.1374,3311334.194,-8653513.099,1168074.291,25780212.46,11164932.53,15692182.86,13699632.38,Aceptado
469834.4396,22120882.83,7562793.976,860052.8277,1163725.198,-904935.9575,11986698.84,577377.5152,2892894.373,934694.6226,21360385.09,-1390202.43,146874999.9,20924813.66,12127655.69,12921492.65,Aceptado
4811367.833,18707649.68,3973088.26,1389881.483,4325862.92,-9815635.615,16681272.8,179909.8637,2780466.302,1831488.464,15423593.35,-157221.3634,290388005.6,96437002.9,12636598.19,18798479.59,Aceptado
746526.5668,11434951.97,204671.555,3659658.998,573568.8276,-6819237.369,4358157.912,421474.1731,448848.0285,991924.3563,4758022.947,-867970.7534,16014505.84,30220785.43,9714083.253,14494265.04,Aceptado
6136627.478,73330947.75,41052287.78,2729690.82,2927092.017,-1384936.91,75804114.32,1431266.819,6330876.796,9579917.309,20814221,-798302.9285,478898716.1,212145547.9,55321285.93,51009283.2,Aceptado
657890.1705,12509633.83,2525586.338,265688.6839,171037.6229,2959624.706,9249924.225,65724.59444,22085.15611,7920527.636,-10871147.57,1197167.019,22669542.23,5053014.619,43812666.16,44696222.36,Aceptado
557406.3711,18285290.28,4209843.012,2525537.632,1139925.862,-4437813.85,32985759.71,665798.452,7631429.492,1709530.33,10684416.76,-6320673.872,57977187.82,431086946.4,26534439.23,11307769.97,Sospechoso
40726.32937,172624.9303,8836.631729,38811.88795,924499.3879,-303551.8368,66934.69768,26798.2584,2011.190516,463998.3621,-9037918.232,1089698.024,6074597.437,6126328.645,6154110.383,7121745.907,Aceptado
1422301.21,36662823.42,15329484.77,2757637.7,3235590.469,-3139551.766,33042355.74,302359.8934,5159647.359,379844.803,22515447.54,-3314207.161,332548354.3,150829687.8,19562694.39,18831442.77,Aceptado
234865.5056,12617988.23,8989865.762,1188969.719,1499298.455,5420999.808,21576075.83,228809.0436,984110.7577,861801.6788,4861219.568,-3789557.283,89709511.11,108527877.5,14799938.93,16487242.58,Aceptado
319160.6579,5466212.059,3961487.27,256207.8315,776411.8033,787886.5165,8838735.212,235458.0349,2651590.469,2115375.693,3743422.356,-2364487.962,52182662.31,35770111.17,11629681.87,6385864.843,Aceptado
1419396.399,8314735.136,9640760.14,945746.3324,2346445.034,1338099.7,15330215.1,203041.0909,2962251.202,4487503.823,-3685719.166,-1820049.057,72906634.98,208450702.6,20074831.73,16302130.8,Aceptado
90061.20707,2778839.058,23289336.57,95781.13945,2033383.097,8358793.389,9606194.241,72850.63798,71884.25975,844415.231,-4070958.596,-262986.9624,102195512.8,80954395.47,32128887.49,26965317.53,Aceptado
3280474.952,4709542.642,1181442.379,579158.8482,3988357.64,-7219370.045,3293957.594,127045.9084,738394.1026,3138171.272,6059095.807,1202818.6,200159049.2,8656040.319,16336908.03,17831522.09,Aceptado
8090062.896,51545772.31,16109121.63,8570492.762,2237102.925,-4983625.64,52236382.83,891804.8704,7135906.575,4061128.917,17564907.7,-1073735.663,326523260.7,77692646.79,29382426.71,28456824.74,Aceptado
774669.1359,25234972.23,23090205.89,8304362.129,1457615.651,6673068.901,59629949.64,313024.7184,2438604.147,893856.091,5200179.02,-4241859.865,145648019.9,164102477,30790856.22,27623485.9,Aceptado
1137651.688,3973631.361,823858.2739,1037433.396,3520678.959,-6884720.055,3783437.376,139466.7829,727501.0503,709084.0105,5439669.219,440701.4192,95442654.44,66017290.18,14153721.09,13909562.97,Aceptado
373777.9593,4207331.525,2486210.634,5754949.337,574599.7349,6717694.646,16924013.74,251126.1587,1898054.626,1026121.763,-3768367.616,-2224401,31622617.72,10040400.5,5257707.696,5821739.247,Aceptado
303556.7306,6665684.934,12018818.05,175670.9375,617000.2071,5945910.612,9026279.785,451819.8364,2188059.588,7530889.126,-626536.4882,-2003245.89,35591897.12,37273937.72,10802998.13,10974572.82,Aceptado
469500.0136,5837260.221,291790.7166,5177229.071,2613383.5,-5139318.995,5890204.948,109088.1778,1372878.232,26462.6634,6157948.292,-3371780.75,58540360.98,83421660.54,5097715.636,5146225.426,Sospechoso
266819.4043,2019901.811,2337447.16,206243.2131,804564.8479,4208676.858,4084505.728,102205.7728,222084.099,2054069.406,-3963181.84,-1011292.163,27109231.66,23222293.8,3933220.593,10119704.76,Aceptado
3059214.143,30453094.89,18339250.24,1860083.496,656910.9447,346560.3666,40487918.88,1010311.394,8909400.899,7804913.732,11920087.3,-4894345.342,119404136.9,68247631.06,7553047.705,13927294.58,Aceptado
735836.5149,951250.5776,3887146.409,416898.7093,923996.6943,3209258.161,4293999.045,87734.54662,288557.3407,1386057.147,-12122815.93,-1199022.971,18554394.04,70422873.5,11174931.93,12563961.75,Aceptado
12507.2703,195791.7809,297609.4549,12249.66069,1281.857976,6320356.461,356152.3038,77172.63093,78711.36363,560906.7206,-5603831.816,-4634809.791,229289.7595,2495162.224,369989.1323,833779.4106,Aceptado
824071.7455,20453908.73,17869054.88,1344512.166,179642.9305,5505919.915,47356432.54,358602.3449,2543137.215,3485958.672,5532328.068,-3608943.183,71882051.22,31905216.41,18597537.6,21021337.94,Aceptado
559212.073,2782174.265,552831.4053,2145377.064,1302864.023,-4641854.601,2662156.566,182265.6727,1401965.529,3325.060851,15533192.62,-4771240.553,78426936.11,15707062.4,303013.7488,1340237.63,Sospechoso
107452.6295,311205.5316,726821.8181,68204.58096,204208.773,4898148.946,504713.1631,33570.44215,81504.07745,104031.844,-3868163.398,-263094.0884,17972239.28,1653501.815,762857.5277,1832844.971,Aceptado
353274.5968,16507488.36,12746166.62,732543.082,2923722.215,3545811.813,33534784.3,108117.1369,521757.7555,739185.662,4196478.061,-1661547.663,202545902,295184927.6,48191221.98,32116987.61,Aceptado
593628.9589,6083648.342,762090.8372,8559357.93,3149058.034,-624740.3873,8635180.316,306582.8541,2767617.497,166067.2518,12832654.74,-828058.0184,128036577.9,15041271.97,3883601.566,4913407.481,Aceptado
231778.0358,3190705.637,3295579.627,247301.6411,313485.2072,5038735.351,9204494.276,93655.2193,549462.1476,1687534.32,-4648448.267,-2563658.828,24226356.72,19405904.77,5346095.864,7840788.825,Aceptado
5208216.062,44793038.62,78314.79678,25577921.06,4386099.348,-14134404.47,26292135.01,435048.4375,1318811.222,2004314.336,18566091.99,1134319.399,247992896.9,51089470.57,48747049.04,39822383.94,Aceptado
527450.126,26590540.31,42964635.65,1965426.519,2211135.682,7563294.694,57467960.43,299577.7991,3298812.886,827058.9764,15069190.3,-3679433.911,316064505.2,99140480.88,24454099.37,25645337.8,Aceptado
117516.3432,417358.0794,11995339.4,70730.01569,108669.2972,8441626.675,7377741.429,150049.9131,485558.201,3457275.803,-9823468.679,-705569.5953,14878854.03,6378813.071,11113693.52,8418097.553,Aceptado
791321.2878,53555631.18,18173825.62,3804384.705,1827426.73,-493811.7813,69948697.61,542545.8562,4473153.6,662937.7193,23922847.13,-4060841.262,344047783.4,154837253,39665941.54,28279734.22,Aceptado
56597.88794,943402.6396,7037622.953,163346.9737,127471.2071,8122909.664,12528163.66,191936.186,6671404.405,1335403.721,759323.9615,-8179059.996,12586550.99,17510828.48,125113.2946,260928.6441,Aceptado
504838.8859,15231700.02,1465158.782,4684854.848,2674545.77,-3328484.813,22579381.4,231570.3938,3294898.947,1095136.384,4735506.768,-2588438.156,73475917.4,235375674.9,28457940.27,14744679.07,Sospechoso
35339.47226,14916638.64,10296602.97,125776.8078,284980.1812,6537195.874,29171034.66,62753.1251,1694138.715,257071.155,8554479.552,-6820615.806,67004028.17,58806901.09,11478185.26,7354392.726,Aceptado
1358270.745,14125472.28,31479816.63,293680.4555,134140.2696,6014225.853,39310729.54,783556.1144,9575357.289,15087176.52,1201559.516,-5023370.275,46865041.43,47303700.74,11614663.22,11714703.04,Aceptado
493594.0544,14168973.27,274349.4195,726200.2781,255039.3548,-8864735.32,10868856.34,406452.4664,1153127.38,2017456.524,10499962.12,-2216212.555,28606815.73,29333609.2,11811140.69,11312584.55,Aceptado
361004.3085,9599027.232,19168483.57,334719.1634,823926.8928,5498907.172,32602108.79,347457.4468,8920034.483,3072572.135,9651181.119,-5908596.524,113275983.1,63353433.03,8144087.639,5592032.03,Aceptado
100763.1506,603493.4901,1809770.216,50293.16354,211290.023,4542759.538,2015287.649,99176.08263,505171.2697,1095558.217,-1328415.381,-2809948.621,13455632.47,9591947.726,1534625.686,2581129.862,Aceptado
17098733.33,17377756.31,8053753.162,35626553.84,3752192.083,-270591.3148,38091677.99,492259.3789,5576654.493,10283650.15,-5903769.135,686802.2481,127046907.8,99813854.58,31342062.09,30738610.91,Aceptado
921625.6775,32418735.67,45252488.85,1469820.675,1059701.636,5121460.064,63052446.61,369940.8508,9365914.165,653194.7145,18150907.4,-8290692.233,219202781.2,337937158.6,6557198.958,11462645.41,Aceptado
1153814.94,5554115.905,6727838.99,377727.8279,261711.3817,347247.921,20972121.27,113358.8797,2292847.62,3066804.412,-4319372.991,-5896640.493,22943925.97,125595768.5,6276677.007,9569428.354,Aceptado
132905.2922,3977548.92,5238813.295,256614.7901,50857.04612,6483209.471,10674824.36,425358.6968,662597.6502,3366062.448,-4941403.944,-2015404.192,9826391.477,13766672.31,20067771.59,11104250.79,Aceptado
199974.804,11144607.42,2002700.123,524548.7809,973697.9055,1094321.729,19197532.11,69581.29272,430919.7178,448959.3369,5674912.255,-318667.1575,109597142.5,21520322.74,24824501.06,16429153.73,Aceptado
4996754.368,104489849.5,47420130.14,36898375.04,1077273.638,296211.5395,162609981.6,1912302.948,22113743.14,2318806.989,25946298.36,-6723993.263,409616047.7,288953356.9,54439057.66,32404199.91,Aceptado
361715.1456,4466874.473,273615.0116,561333.5299,1589105.319,-7276550.384,1334700.584,104751.294,185314.3799,56395.65831,6591073.796,-167549.6448,56756877.53,29274902.7,10438401.01,8831481.159,Aceptado
828678.8894,9052488.958,1398820.963,1195232.696,370180.5558,-7203685.069,11540310.98,398494.2504,8128896.501,676919.7023,13329622.99,-5530077.489,43005328.45,30444531.25,3981084.095,2203807.386,Sospechoso
257397.6094,5132691.076,11917583.8,84585.47591,448561.4065,5452109.019,12520008.22,60695.86334,41737.54096,834495.2553,1525151.11,-957970.614,72839453.77,35562380.6,17069644.06,27000918.93,Aceptado
914390.6309,33228843.87,3235883.754,2975994.402,2851469.299,-7970383.61,34090496.98,162182.2684,2839040.859,253251.2299,20203892.03,-721133.825,277972206,94345614.85,42078309.44,23173050.88,Aceptado
986788.4543,27425480.64,25616592.56,2283490.757,2323696.624,5568107.485,53613842.59,390841.8303,3035245.919,4057977.222,11556045.84,-2636403.086,207274519.5,158144503,22488324.19,32398882.29,Aceptado
221454.0509,510246.9149,363.562942,290018.8094,346097.7574,-11125875.85,33238.54851,172971.0156,562390.0427,296788.8587,2259345.112,-12414.40044,2870148.427,3297579.428,720157.6856,546462.6164,Aceptado
615172.5938,23410213.27,33336841.77,1228606.271,669357.3447,7528310.032,45657805.5,1258642.593,4436916.973,10104401.95,1682758.167,-3504584.991,83403798.58,107373203.1,32821639.67,24904962.24,Aceptado
85290.55772,735365.5575,9081678.779,28188.50639,1201726.744,7842996.591,2088415.129,81769.57446,158856.2492,4367177.874,-11478823.95,-699034.9337,22215328.51,46973281.27,8119647.051,11161066.02,Aceptado
10898.7545,1329004.04,3713197.008,40836.65714,63395.57561,8538830.31,5455657.08,71734.44014,51875.50172,471693.4559,-2416325.793,-2662200.122,14015778.55,4065640.765,4071787.8,5496745.294,Aceptado
3840168.07,2793051.801,12856002.34,781359.7294,2493194.552,3975590.476,5827779.07,94428.31762,821640.6402,4435199.848,-14507102.95,-507242.7298,53698294.36,121710032.4,8149070.538,17023825.51,Aceptado
123845.3408,634426.7366,11701545.06,90405.32301,80677.80116,8345017.539,7575963.633,144159.0441,1916502.247,3748437.407,-12199509.07,-4110704.915,7157925.655,12694597.97,4311105.964,3086890.01,Aceptado
157407.1171,1238577.74,6731355.059,297828.2969,523365.0055,7548794.625,3426068.511,125061.7219,129514.7287,530882.563,-4468299.517,-410556.584,27071230.92,11168952.88,8596751.244,11312868.65,Aceptado
208295.7089,11268748.7,12103633.44,606648.9107,705366.3561,5962585.064,17389445.68,805195.2921,4080303.966,2166416.687,12024776.43,-3774891.025,92613653.26,22128460.25,8553680.086,7025881.181,Aceptado
422857.5673,22422184.83,45844752.55,94655.27728,96197.73421,6880219.655,51311071.9,781674.3483,4560519.919,11732319.51,5229152.803,-6706101.421,61175173.19,156469772.9,22524120.54,20899350.4,Aceptado
2856024.132,21006041.64,9815902.639,1227302.523,2005275.787,-6110058.96,23592554.96,641959.4484,3527062.426,2955586.214,16378667.96,-1463011.662,197994453,114229913.1,22617297.24,22360147.55,Aceptado
132702.3341,23765958.57,1908919.695,14883804.12,509885.6438,3350151.758,45072157.4,80508.83144,2983568.435,4481.091966,10266548.82,-6905401.742,59110959.92,49980017.88,10500768.19,7004330.799,Aceptado
933654.1619,7914809.464,30132939.12,613072.1239,1875517.498,7446278.262,19950058.11,290648.8624,5216539.777,7538085.909,-1708678.278,-929555.8991,96702268.97,59548780.1,18456000.97,16277431.68,Aceptado
415037.4789,1370079.022,212865.3789,127738.3961,93845.74635,-3652790.399,1946471.916,108749.9115,2036587.703,1450946.913,2040834.643,-1843556.323,15883536.18,2137714.622,418635.5118,671390.4613,Aceptado
1829906.601,18461906.13,680180.9878,1527053.599,273878.2661,-11353164.58,18100934.01,672062.889,5179954.531,1852094.847,18858700.67,-427939.4386,92763161.87,8276590.928,19465486.43,9058932.962,Aceptado
13138670.6,86388735,2924098.217,25650007.75,2079865.726,-13203427.8,91334592.42,1251326.996,5441521.645,10115078.62,16898251.58,874786.2135,269861599,175099217.2,121030623.6,64657212.93,Aceptado
1906101.609,19601844.58,2144534.747,22289840.67,1918304.249,-4691499.904,29164747.14,391915.4448,7419509.987,563092.3458,13330872.48,-2308413.347,110621315.7,51710913.64,14855498.41,10962853.85,Aceptado
1339981.425,18809912.03,11796440.31,1386440.512,46472.51096,2915100.908,35134107.41,1524256.495,8372607.842,10540266.4,5698231.732,-6159868.592,20784146.34,32521299.43,5491363.38,9222711.91,Aceptado
411635.9495,13609649.58,12177565.32,139091.2717,145238.006,1568640.733,15131420.1,688098.549,3591075.248,4091662.952,12543349.1,-6939649.754,42599701.54,53270076.47,2380774.891,6539748.573,Aceptado
159046.2545,1001876.63,2692381.266,99196.21459,249663.1474,5871332.355,769687.7872,72634.27515,3286.481677,423429.6797,-7062536.679,258130.8871,13329833.97,7742682.153,5371339.779,14284275.4,Aceptado
699248.6447,60525602.79,22635318.51,2632102.617,1374942.505,-1669200.077,64543033.14,798945.6551,5713582.393,373017.8171,31358016.43,-6626695.316,332085316.6,208646572.4,21497261.9,22805141.1,Aceptado
617368.0385,16006023.43,12007101.83,302275.9519,158612.1742,2226488.493,30956596.41,300198.593,1022998.098,2561356.418,9566837.198,-1888677.039,93773533.45,21272437.27,23432419.58,22108155.79,Aceptado
604452.9666,3871246.861,6064314.891,166266.1324,1001308.547,4021585.02,13833383.07,13124.06915,170448.555,767876.6774,-5190080.922,630527.1774,106227311,14397031.11,16252332.86,19292568.05,Aceptado
12684.88319,480535.4268,3296908.017,52996.66533,46845.28744,8644925.149,1520777.399,43611.92119,34800.50515,198170.3798,-8026593.138,-2456633.575,3734197.227,3007129.504,1616342.139,3646847.768,Aceptado
297003.8669,11854656.03,13336910.91,157989.9338,953600.0193,400837.1794,14236183.94,113237.9064,1078795.248,126669.5404,15491766.31,-4875825.038,142056242,98838916.42,11566187.67,12642266.1,Sospechoso
1715783.034,6935642.401,5364833.698,247287.4853,789475.4265,-2152562.183,9304039.902,145851.7457,75626.15785,3788128.827,-1767243.763,881726.3271,69435312.94,40882688.31,34020610.89,37719239.74,Aceptado
1764026.025,30006041.93,40635036.96,848836.0251,1783189.626,1172560.668,65521620.5,721813.2706,6292888.332,2513746.691,19088382.3,-3519074,356848850,251375424.1,52741949.39,30164563.03,Aceptado
2881031.268,47984434.18,1684516.756,5041451.338,3042350.324,-13434168.89,40861145.99,226038.3042,7950212.864,228121.8834,28604687.47,-5160209.845,339734698.4,190055307.1,9330689.725,10896666.2,Aceptado
196215.6122,8223455.024,53245.34059,3414520.983,2176805.081,-6039380.768,3019484.749,228186.7368,443252.8951,36822.52193,13557064.14,-198942.1286,73195454.03,16138055.14,7977071.142,7171709.873,Aceptado
1177399.762,5374828.846,548780.2719,1708038.561,296941.7641,-5949496.674,11045491.54,103838.7376,2097892.282,1282057.97,-3555266.942,-4589160.939,8136240.618,78122435.22,5374717.503,7175276.008,Aceptado
955761.5591,5221399.621,218652.2401,582110.504,497521.3637,-7153609.866,3146644.969,64972.39392,28107.46322,423094.3515,2761146.192,985731.0963,40529757.04,7468360.485,12596802.47,20765523.43,Aceptado
45631.22127,53331.77937,200181.5676,1743.403355,8828.719604,43586.27434,30146.05972,128068.8079,13664.29847,2119160.279,-2405152.532,341376.6635,2226367.903,1259741.186,1611682.199,2029791.317,Aceptado
938547.9368,4847930.137,89483.25338,843901.6692,619778.1653,-7670177.968,5185138.286,163539.7247,357456.2876,2448489.639,831395.3466,712562.7718,29559896.52,10953758.93,11187110.92,12984596.85,Aceptado
589877.3482,2467420.598,1574442.896,1110376.189,1949528.644,2778389.995,3218204.133,118063.9483,911227.766,2521174.648,-9782892.312,726703.5098,29407286.42,24172932.87,15025708.99,10652285.8,Aceptado
242662.9493,1039524.576,712640.1477,863059.0269,65621.39075,4840864.555,8538811.232,224766.4834,829608.4917,1420596.753,-6036433.989,-2908323.981,6529656.359,6079716.239,2934205.622,3555293.401,Aceptado
132253.0289,6478374.368,5535435.888,1432166.183,1828136.601,6046924.203,12375792.87,158959.7599,554618.0996,61063.79857,7693772.827,-2638662.959,112983682.5,36788822.37,10502323.82,10366827.95,Aceptado
367480.6729,2262137.012,1230343.162,474827.6705,673490.6634,1035235.271,1656326.993,199511.4345,35476.68286,316995.8481,547265.0714,597756.4134,40740812.38,8969378.966,11152583.14,13710622.58,Aceptado
12343060.77,37914714.44,16882379.61,2917423.901,3032801.182,-6119004.053,46665228.94,1613748.216,3786573.886,18191409.31,5159021.126,75253.02187,205417428.7,514785293.6,64096523.91,52171328.21,Aceptado
177232.0476,9307775.142,2096712.05,10178453,1341636.729,5427136.448,29179924.55,176345.2834,1092990.279,297767.5711,-2006005.564,-3718331.078,36008145.78,117097706.8,23584162.92,15435547.52,Aceptado
506680.305,28086294.38,5778562.801,46985899.02,3198951.58,2326053.135,48503906.28,920105.452,6965424.211,201656.3665,17905301.49,-6828147.785,156955969.3,265749132.1,10109088.13,11277586.03,Aceptado
9032.459254,103119.3816,1247956.891,25130.03013,2860.039929,8299852.626,1238193.057,51837.94153,10375.25012,40936.8108,-7186122.482,-2335342.073,1872722.9,1524233.526,3998285.283,2584543.326,Aceptado
48475.67857,30877329.29,30945845.5,536886.8977,56875.84311,8595538.778,67915192.8,251761.6012,1375209.854,1016180.435,10072165.31,-6178904.733,78843296.16,25322459.43,23040636.84,20832853.72,Aceptado
105304.5873,49555.23926,55781.94106,119998.6797,202478.3416,5413117.504,235020.5464,144554.9242,286774.7006,6331861.314,-19862279.64,334198.4283,475877.0841,3226040.327,1052161.144,1527337.196,Aceptado
934057.3791,9667390.96,3233984.977,2257363.654,613882.7581,-2627604.13,13912110.87,165480.8777,1421992.283,145793.4722,6842442.84,-5632066.108,47969629.84,83860076.71,4985253.71,8844333.983,Sospechoso
483738.8786,44131001.09,25985610.21,10165717.27,98554.52437,7681451.438,121929629.7,599036.3302,4332682.385,2519747.226,7172419.227,-7207787.031,75375933.03,88019494.9,26136212.14,26889020.32,Aceptado
1121092.387,33837906.22,13314543.31,5521218.533,1068132.899,2403922.043,66930416.14,266002.5005,2371323.159,1894024.294,7738196.5,-2837034.878,138613913.1,150693261.2,42684267.3,34798492.67,Aceptado
161831.9639,9584764.037,2640405.713,1592539.029,455928.5995,3829875.237,17797565.26,372253.1817,4052731.855,2439406.637,64032.99893,-6931123.171,10182112.98,134237403.4,5727283.035,5676836.797,Aceptado
1001396.796,32166886.59,9864966.259,1053176.971,1824180.404,-5829726.317,29200418.17,418305.3693,1418477.472,586235.7016,21865161.27,-3199563.639,233741017.1,204382128.9,27262497.36,28337363.18,Sospechoso
1182449.803,16908783.77,19342077.91,391173.7165,1173563.431,1074560.546,22018206.17,213959.0662,2136082.024,3139495.035,3620624.959,-2075687.779,109805709.4,163280376.2,33283960.78,24321150.37,Aceptado
1032985.498,4194838.712,1531104.067,447105.5078,1405919.918,-2981792.96,5018355.843,151140.5155,708199.9679,2886944.431,529261.2392,265934.2648,54186392.43,28105639.51,9491124.021,13072319.09,Aceptado
2028841.518,46297948.62,24704680.58,1539409.817,3195577.507,-2571579.274,58888488.33,590564.5743,3241309.415,3373997.533,15643037.17,-4256954.54,326135655.3,945888584,42487901.61,38162721.51,Aceptado
459431.8483,1096244.228,1237.590423,162995.226,507510.5876,-9217558.856,113737.982,47269.44567,524.62001,1397707.736,-10191345.34,1213985.415,12607802.52,1357358.742,25311898.97,19306045.1,Aceptado
3464.727823,311.887643,1303652.66,1518.311663,1439.705329,8898496.169,15091.45388,38768.85264,12605.50022,1283122.901,-21569193.58,-1546479.816,64148.59251,356560.2315,56545.76893,149499.9867,Aceptado
698917.0114,42326326.63,14329473.3,3889239.952,1100770.063,-2729362.635,51464695.56,591986.4148,7686404.466,43263.16682,33863968.14,-7937288.639,283281566.9,115349991.9,4435605.296,8998395.925,Aceptado
5330541.854,55813175.12,2489726.369,12224868.96,1183408.964,-9179362.147,50976198.84,466881.3563,2880182.151,5594878.362,12890972.62,26549.66183,137352248,62882264.77,35747345.48,39874151.06,Aceptado
741037.6105,41768308.19,27526382.17,2115687.334,869601.4106,5465593.785,91077312.69,627031.6625,6187903.966,6640515.604,10370182.49,-5510411.565,162876568.3,209742771,30954968.19,28096799.26,Aceptado
270459.2964,1516396.484,479277.0907,1790745.957,1734511.316,450007.7782,4800710.881,66112.18351,512877.7586,47936.81894,302942.3885,-1609429.153,38169303.47,36005188.69,6408777.928,6264653.288,Aceptado
528741.0826,76184594.71,18868974.68,53666019.22,2457226.89,4479607.858,104025797.2,599075.7527,14068778.55,362394.7474,24295525.2,-7204756.245,279994441.2,212807698.7,17974686.56,17501614.36,Aceptado
4165293.409,20586821.69,9458700.113,2507687.894,2685419.592,-3595423.733,17034614.5,536343.6463,3778700.658,4522211.388,8683014.975,-1438110.454,147978734.1,118370959.3,11624181.57,19117431.17,Aceptado
15063809.56,8304469.189,413.007886,561606.7169,707148.6576,-15777084.22,222317.2699,499585.3571,172047.48,10089325.17,1562531.792,1178826.941,12606449.31,15826122.68,8215923.523,17791422.5,Aceptado
7045111.044,11951880.61,432794.3132,12602306.43,3376872.54,-10404797.96,9404066.544,258200.8335,1688811.036,1647485.197,3946832.248,972562.4656,115865907.7,37367954.23,21498743,19500332.8,Aceptado
379190.9161,22512713.58,6090269.52,595540.195,2875306.734,-2226727.716,16151845.77,839301.2769,3574996.205,2063840.358,21067287.2,-1420019.478,258183854.2,52176892.9,17288268.57,12044433.97,Aceptado
49082.12066,394107.6165,35305873.96,8954.15675,86455.96235,8985690.126,11021652.34,92567.21497,119016.0746,11697842.68,-16317284.11,881198.6978,29857631.32,2165577.489,19449113.34,17400400.68,Aceptado
614812.4577,12137391.22,21277602.08,53028.69102,119758.0779,4825055.485,22143630.64,545995.0421,2849009.199,15204881.68,3123757.079,-2738784.206,48839774.71,28943579.17,12613958.43,15822095.66,Aceptado
1474060.626,17197575.28,143977.7142,25472214.06,1013936.478,-7286184.036,14407882.38,677267.982,5793159.562,2146254.395,8092801.609,-1302311.772,28186127.91,22361670.34,8187824.943,7869385.216,Aceptado
129403.6377,3100544.587,8463279.914,386956.3123,124883.9772,7366292.063,14980255.4,174136.3723,1464939.867,430014.0352,-258066.8099,-8185693.527,17057165.42,48873655.2,502918.5786,2404630.081,Aceptado
41060.00723,44769.5284,514000.5097,3555.606517,56924.97402,5400168.379,44698.67868,153354.5882,224426.4158,5201754.283,-7695650.574,-473235.9129,2335078.467,1407273.811,215927.9674,494484.2919,Aceptado
543976.689,12998482.22,1955829.822,2281755.215,351679.3493,-1783626.15,25249910.46,779829.4956,455148.545,1987089.468,7557556.958,-2517603.572,37871293.69,72514481.74,25475034.28,26132388.15,Aceptado
897793.5242,9682748.306,22117347.94,298104.261,145088.5926,6019711.298,31842853.58,171554.5287,6572029.477,8449102.705,-5432292.919,-5879838.324,21419583.71,81018361.9,8699629.581,10125592.92,Aceptado
1401070.335,58781833.73,15493279.89,4011247.452,611920.7957,71119.2726,52186802.99,1745570.13,1967340.844,5178036.604,17796747.7,-1640641.72,156448421,66637708.63,40203386.56,43295668,Aceptado
327812.457,5862259.472,654641.4702,717779.7234,1091653.987,-6571868.404,9648130.983,72295.94912,1057390.957,12360.87641,13712657.31,-6503286.718,74235655,87120167.74,1682539.96,3842326.969,Sospechoso
54952.03204,116232.344,12449280.56,16896.35918,293325.043,8700988.883,1339476.406,68273.46796,142668.8103,2882239.779,-11088852.68,-65900.45643,14691701.39,4166991.408,2915725.258,5628891.894,Aceptado
1091492.386,10198688.48,247391.3702,7162874.692,3060539.685,-9748180.217,5380583.225,367524.1508,1464516.213,85938.07361,13735100.76,-1800575.582,102251366.4,69207139.67,7342912.575,7956825.564,Aceptado
341480.9357,6957358.338,19352845.14,1445418.961,306080.6229,8662373.597,39240753.15,258953.1515,2138425.526,8747162.622,-12391032.12,-2707968.881,26272156.4,24106628.96,12612640.2,15803893.07,Aceptado
380965.5583,2249284.619,29816.23057,2264481.57,462452.9084,737689.7235,1255428.116,169494.5017,37514.0078,1284945.403,-8861233.032,1063790.184,9403934.192,2382396.976,5707836.087,10107694.15,Aceptado
1552925.254,51167649.91,868113.4166,3345755.244,2135234.387,-13764073.36,15025960.84,1379117.299,1911723.374,422225.457,31403653.66,-33206.58202,296097548.5,43579647.75,35332718.17,22343641.72,Aceptado
612026.6778,17284642.27,16804149.94,336968.7756,254689.0795,2743722.022,28892995.38,507415.4912,4823741.404,3706027.734,12985422.32,-5206543.059,79594245.51,42652766.5,8878222.966,11291733.74,Aceptado
1294547.682,31428654.67,23086028.9,992115.6643,1432685.458,3896622.303,41118284.37,1127968.627,1291507.822,10053031.82,9071928.219,145445.0464,192633403,78445741.28,50563706.16,46379987.58,Aceptado
263698.7157,9573330.032,1933263.724,835240.4492,194645.8161,3397756.026,12648693.96,434616.6334,1022043.67,5084992.651,-1274291.075,-3112902.321,10987116.46,28023672.48,7122012.955,11577200.15,Aceptado
744195.2761,58065900.54,8442418.772,7185892.33,317133.4823,-1149500.057,68201543.66,1244386.538,2618766.956,1494584.47,18110118.57,-5705038.115,125803419.4,98222737.05,28231746.81,26891763.3,Aceptado
3049800.703,21037730,35921457.75,92431.98,1376790.177,-119924.5326,34004476.07,485544.5671,6509491.132,18143374,7294268.357,-646193.9515,186156445.9,156013135.2,41318681.46,30009130.48,Aceptado
